target,market_type,semantic_weight,threshold,threshold_high,threshold_side,question,end_date,closed,active,yes_price,volume,liquidity,market_id,slug
BTC,range_bucket,0.9025,108000.0,110000.0,between,Will the price of Bitcoin be between $108000 and $110000 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,321470.049671,0.0,543113,will-the-price-of-bitcoin-be-between-108000-and-110000-on-may-16
BTC,range_bucket,0.9025,106000.0,108000.0,between,Will the price of Bitcoin be between $106000 and $108000 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,250192.598487,0.0,543114,will-the-price-of-bitcoin-be-between-106000-and-108000-on-may-16
BTC,range_bucket,0.9025,104000.0,106000.0,between,Will the price of Bitcoin be between $104000 and $106000 on May 16?,2025-05-16T12:00:00Z,True,True,1.0,1148242.970759,0.0,543115,will-the-price-of-bitcoin-be-between-104000-and-106000-on-may-16
BTC,range_bucket,0.9025,102000.0,104000.0,between,Will the price of Bitcoin be between $102000 and $104000 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,1234330.955997,0.0,543116,will-the-price-of-bitcoin-be-between-102000-and-104000-on-may-16
BTC,range_bucket,0.9025,100000.0,102000.0,between,Will the price of Bitcoin be between $100000 and $102000 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,352297.728132,0.0,543117,will-the-price-of-bitcoin-be-between-100000-and-102000-on-may-16
BTC,range_bucket,0.9025,98000.0,100000.0,between,Will the price of Bitcoin be between $98000 and $100000 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,184706.748935,0.0,543118,will-the-price-of-bitcoin-be-between-98000-and-100000-on-may-16
BTC,close_threshold,1.0,98000.0,,below,Will the price of Bitcoin be less than $98000 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,246360.643107,0.0,543119,will-the-price-of-bitcoin-be-less-than-98000-on-may-16
ETH,close_threshold,1.0,2800.0,,above,Will the price of Ethereum be greater than $2800 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,461296.890576,0.0,543120,will-the-price-of-ethereum-be-greater-than-2800-on-may-16
ETH,range_bucket,0.9025,2700.0,2800.0,between,Will the price of Ethereum be between $2700 and $2800 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,340287.98325,0.0,543121,will-the-price-of-ethereum-be-between-2700-and-2800-on-may-16
ETH,range_bucket,0.9025,2600.0,2700.0,between,Will the price of Ethereum be between $2600 and $2700 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,642409.54135,0.0,543122,will-the-price-of-ethereum-be-between-2600-and-2700-on-may-16
ETH,range_bucket,0.9025,2500.0,2600.0,between,Will the price of Ethereum be between $2500 and $2600 on May 16?,2025-05-16T12:00:00Z,True,True,1.0,574459.938109,0.0,543123,will-the-price-of-ethereum-be-between-2500-and-2600-on-may-16
ETH,range_bucket,0.9025,2300.0,2500.0,between,Will the price of Ethereum be between $2300 and $2500 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,409064.305377,0.0,543124,will-the-price-of-ethereum-be-between-2300-and-2500-on-may-16
ETH,range_bucket,0.9025,2100.0,2300.0,between,Will the price of Ethereum be between $2100 and $2300 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,187469.281727,0.0,543125,will-the-price-of-ethereum-be-between-2100-and-2300-on-may-16
ETH,range_bucket,0.9025,1900.0,2100.0,between,Will the price of Ethereum be between $1900 and $2100 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,156790.292356,0.0,543126,will-the-price-of-ethereum-be-between-1900-and-2100-on-may-16
ETH,close_threshold,1.0,1900.0,,below,Will the price of Ethereum be less than $1900 on May 16?,2025-05-16T12:00:00Z,True,True,0.0,166112.49921,0.0,543127,will-the-price-of-ethereum-be-less-than-1900-on-may-16
ETH,close_threshold,1.0,2500.0,,above,"Ethereum above $2,500 on May 16?",2025-05-16T12:00:00Z,True,True,1.0,1302988.909198,0.0,543129,ethereum-above-2500-on-may-16
BTC,close_threshold,1.0,106000.0,,above,Will Bitcoin close above $106K on May 16?,2025-05-16T12:00:00Z,True,True,0.0,184978.243484,0.0,543195,will-btc-close-above-106k-on-may-16-289
BTC,close_threshold,1.0,102000.0,,above,Will BTC close above $102K on May 16?,2025-05-16T12:00:00Z,True,True,1.0,319321.05093,0.0,543197,will-btc-close-above-102k-on-may-16
BTC,close_threshold,1.0,104000.0,,above,Will Bitcoin close above $104K on May 16?,2025-05-16T12:00:00Z,True,True,1.0,1022363.457551,0.0,543196,will-btc-close-above-104k-on-may-16-558
BTC,close_threshold,1.0,100000.0,,above,Will BTC close above $100K on May 16?,2025-05-16T12:00:00Z,True,True,1.0,130930.023487,0.0,543198,will-btc-close-above-100k-on-may-16
BTC,close_threshold,1.0,98000.0,,above,Will BTC close above $98K on May 16?,2025-05-16T12:00:00Z,True,True,1.0,93938.699966,0.0,543199,will-btc-close-above-98k-on-may-16
BTC,semantic_proxy,0.054,,,,Will MicroStrategy purchase Bitcoin May 13-19?,2025-05-19T12:00:00Z,True,True,1.0,1011817.41061,0.0,543535,will-microstrategy-purchase-bitcoin-may-13-19
ETH,relative_proxy,0.0912,,,,Ethereum Up or Down on May 14?,2025-05-14T12:00:00Z,True,True,1.0,1405590.533408,0.0,543565,ethereum-up-or-down-on-may-14
BTC,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 14?,2025-05-14T12:00:00Z,True,True,1.0,177.319075,0.0,543569,ethbtc-up-or-down-on-may-14
ETH,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 14?,2025-05-14T12:00:00Z,True,True,1.0,177.319075,0.0,543569,ethbtc-up-or-down-on-may-14
BTC,relative_proxy,0.0912,,,,Bitcoin Up or Down this week?,2025-05-18T12:00:00Z,True,True,0.0,20065.777886,0.0,543570,bitcoin-up-or-down-this-week-958
ETH,relative_proxy,0.0912,,,,Ethereum Up or Down this week?,2025-05-18T12:00:00Z,True,True,0.0,9830.521607,0.0,543571,ethereum-up-or-down-this-week
BTC,relative_proxy,0.0912,,,,ETH/BTC Up or Down this week?,2025-05-18T12:00:00Z,True,True,0.0,157.409891,0.0,543572,ethbtc-up-or-down-this-week
ETH,relative_proxy,0.0912,,,,ETH/BTC Up or Down this week?,2025-05-18T12:00:00Z,True,True,0.0,157.409891,0.0,543572,ethbtc-up-or-down-this-week
BTC,relative_proxy,0.0912,,,,Bitcoin Up or Down on May 14?,2025-05-14T12:00:00Z,True,True,0.0,1712576.242423,0.0,543574,bitcoin-up-or-down-on-may-14
BTC,semantic_proxy,0.054,,,,Will MicroStrategy hold 650k+ BTC before July?,2025-06-30T12:00:00Z,True,True,0.0,229710.226434,0.0,544110,will-microstrategy-hold-650k-btc-before-july
BTC,relative_proxy,0.0912,,,,Bitcoin Up or Down on May 15?,2025-05-15T12:00:00Z,True,True,0.0,717255.618601,0.0,544320,bitcoin-up-or-down-on-may-15
ETH,relative_proxy,0.0912,,,,Ethereum Up or Down on May 15?,2025-05-15T12:00:00Z,True,True,0.0,860165.86167,0.0,544321,ethereum-up-or-down-on-may-15
BTC,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 15?,2025-05-15T12:00:00Z,True,True,0.0,4884.211705,0.0,544325,ethbtc-up-or-down-on-may-15
ETH,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 15?,2025-05-15T12:00:00Z,True,True,0.0,4884.211705,0.0,544325,ethbtc-up-or-down-on-may-15
BTC,barrier_threshold,0.576,101000.0,,below,Will the price of Bitcoin be less than $101K at 5 PM ET today?,2025-05-13T12:00:00Z,True,True,0.0,10478.824183,0.0,544327,will-the-price-of-bitcoin-be-less-than-101k-at-5-pm-et-today
BTC,range_bucket,0.9025,101000.0,102000.0,between,Will the price of Bitcoin be between $101K and $102K at 5 PM ET today?,2025-05-13T12:00:00Z,True,True,0.0,5120.0,0.0,544328,will-the-price-of-bitcoin-be-between-101k-and-102k-at-5-pm-et-today
BTC,range_bucket,0.9025,102000.0,103000.0,between,Will the price of Bitcoin be between $102K and $103K at 5 PM ET today?,2025-05-13T12:00:00Z,True,True,0.0,3356.920825,0.0,544329,will-the-price-of-bitcoin-be-between-102k-and-103k-at-5-pm-et-today
BTC,range_bucket,0.9025,103000.0,104000.0,between,Will the price of Bitcoin be between $103K and $104K at 5 PM ET today?,2025-05-13T12:00:00Z,True,True,0.0,8921.074113,0.0,544330,will-the-price-of-bitcoin-be-between-103k-and-104k-at-5-pm-et-today
BTC,range_bucket,0.9025,104000.0,105000.0,between,Will the price of Bitcoin be between $104K and $105K at 5 PM ET today?,2025-05-13T12:00:00Z,True,True,1.0,2365.709436,0.0,544331,will-the-price-of-bitcoin-be-between-104k-and-105k-at-5-pm-et-today
BTC,barrier_threshold,0.576,105000.0,,above,Will the price of Bitcoin be greater than $105K at 5 PM ET today?,2025-05-13T12:00:00Z,True,True,0.0,3799.756021,0.0,544332,will-the-price-of-bitcoin-be-greater-than-105k-at-5-pm-et-today
BTC,semantic_proxy,0.054,,,,MicroStrategy purchases >14000 BTC May 13-19?,2025-05-19T12:00:00Z,True,True,0.0,16249.630575,0.0,544350,will-microstrategy-purchase-more-than-14000-btc-may-13-19
BTC,relative_proxy,0.0912,,,,Bitcoin Up or Down on May 16?,2025-05-16T12:00:00Z,True,True,1.0,1174800.097899,0.0,544658,bitcoin-up-or-down-on-may-16
ETH,relative_proxy,0.0912,,,,Ethereum Up or Down on May 16?,2025-05-16T12:00:00Z,True,True,1.0,833191.583405,0.0,544659,ethereum-up-or-down-on-may-16
BTC,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 16?,2025-05-16T12:00:00Z,True,True,1.0,8062.140658,0.0,544663,ethbtc-up-or-down-on-may-16
ETH,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 16?,2025-05-16T12:00:00Z,True,True,1.0,8062.140658,0.0,544663,ethbtc-up-or-down-on-may-16
BTC,barrier_threshold,0.576,102000.0,,below,Will the price of Bitcoin be less than $102K at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,1002.040815,0.0,544665,will-the-price-of-bitcoin-be-less-than-102k-at-5-pm-et-today
BTC,range_bucket,0.9025,102000.0,103000.0,between,Will the price of Bitcoin be between $102K and $103K at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,102.222221,0.0,544666,will-the-price-of-bitcoin-be-between-102k-and-103k-at-5-pm-et-today-518
BTC,range_bucket,0.9025,103000.0,104000.0,between,Will the price of Bitcoin be between $103K and $104K at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,1.0,553.159073,0.0,544667,will-the-price-of-bitcoin-be-between-103k-and-104k-at-5-pm-et-today-622
BTC,range_bucket,0.9025,104000.0,105000.0,between,Will the price of Bitcoin be between $104K and $105K at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,100.0,0.0,544668,will-the-price-of-bitcoin-be-between-104k-and-105k-at-5-pm-et-today-651
BTC,range_bucket,0.9025,105000.0,106000.0,between,Will the price of Bitcoin be between $105K and $106K at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,0.0,0.0,544669,will-the-price-of-bitcoin-be-between-105k-and-106k-at-5-pm-et-today
BTC,barrier_threshold,0.576,106000.0,,above,Will the price of Bitcoin be greater than $106K at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,0.0,0.0,544670,will-the-price-of-bitcoin-be-greater-than-106k-at-5-pm-et-today
ETH,barrier_threshold,0.576,2400.0,,below,Will the price of Ethereum be less than $2400 at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,8.0,0.0,544671,will-the-price-of-ethereum-be-less-than-2400-at-5-pm-et-today
ETH,range_bucket,0.9025,2400.0,2500.0,between,Will the price of Ethereum be between $2400 and $2500 at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,5.714977,0.0,544672,will-the-price-of-ethereum-be-between-2400-and-2500-at-5-pm-et-today
ETH,range_bucket,0.9025,2500.0,2600.0,between,Will the price of Ethereum be between $2500 and $2600 at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,174.485354,0.0,544673,will-the-price-of-ethereum-be-between-2500-and-2600-at-5-pm-et-today
ETH,range_bucket,0.9025,2600.0,2700.0,between,Will the price of Ethereum be between $2600 and $2700 at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,1.0,152.272726,0.0,544674,will-the-price-of-ethereum-be-between-2600-and-2700-at-5-pm-et-today
ETH,range_bucket,0.9025,2700.0,2800.0,between,Will the price of Ethereum be between $2700 and $2800 at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,0.0,0.0,544675,will-the-price-of-ethereum-be-between-2700-and-2800-at-5-pm-et-today
ETH,barrier_threshold,0.576,2800.0,,above,Will the price of Ethereum be greater than $2800 at 5 PM ET today?,2025-05-14T12:00:00Z,True,True,0.0,0.0,0.0,544676,will-the-price-of-ethereum-be-greater-than-2800-at-5-pm-et-today
BTC,close_threshold,1.0,101000.0,,below,Will the price of Bitcoin be less than $101K on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,3373.582861,0.0,544753,will-the-price-of-bitcoin-be-less-than-101k-on-may-15-at-5-pm-et
BTC,range_bucket,0.9025,101000.0,102000.0,between,Will the price of Bitcoin be between $101K and $102K on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,577.797594,0.0,544754,will-the-price-of-bitcoin-be-between-101k-and-102k-on-may-15-at-5-pm-et
BTC,range_bucket,0.9025,102000.0,103000.0,between,Will the price of Bitcoin be between $102K and $103K on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,23226.842778,0.0,544755,will-the-price-of-bitcoin-be-between-102k-and-103k-on-may-15-at-5-pm-et
BTC,range_bucket,0.9025,103000.0,104000.0,between,Will the price of Bitcoin be between $103K and $104K on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,1.0,6301.663489,0.0,544756,will-the-price-of-bitcoin-be-between-103k-and-104k-on-may-15-at-5-pm-et
BTC,range_bucket,0.9025,104000.0,105000.0,between,Will the price of Bitcoin be between $104K and $105K on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,3719.933119,0.0,544757,will-the-price-of-bitcoin-be-between-104k-and-105k-on-may-15-at-5-pm-et
BTC,close_threshold,1.0,105000.0,,above,Will the price of Bitcoin be greater than $105K on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,903.817142,0.0,544758,will-the-price-of-bitcoin-be-greater-than-105k-on-may-15-at-5-pm-et
ETH,close_threshold,1.0,2400.0,,below,Will the price of Ethereum be less than $2400 on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,4269.080736,0.0,544760,will-the-price-of-ethereum-be-less-than-2400-on-may-15-at-5-pm-et
ETH,range_bucket,0.9025,2400.0,2500.0,between,Will the price of Ethereum be between $2400 and $2500 on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,1180.579665,0.0,544761,will-the-price-of-ethereum-be-between-2400-and-2500-on-may-15-at-5-pm-et
ETH,range_bucket,0.9025,2500.0,2600.0,between,Will the price of Ethereum be between $2500 and $2600 on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,1.0,2713.317974,0.0,544762,will-the-price-of-ethereum-be-between-2500-and-2600-on-may-15-at-5-pm-et
ETH,range_bucket,0.9025,2600.0,2700.0,between,Will the price of Ethereum be between $2600 and $2700 on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,4530.364693,0.0,544763,will-the-price-of-ethereum-be-between-2600-and-2700-on-may-15-at-5-pm-et
ETH,range_bucket,0.9025,2700.0,2800.0,between,Will the price of Ethereum be between $2700 and $2800 on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,2619.028469,0.0,544764,will-the-price-of-ethereum-be-between-2700-and-2800-on-may-15-at-5-pm-et
ETH,close_threshold,1.0,2800.0,,above,Will the price of Ethereum be greater than $2800 on May 15 at 5 PM ET?,2025-05-15T12:00:00Z,True,True,0.0,3048.845657,0.0,544765,will-the-price-of-ethereum-be-greater-than-2800-on-may-15-at-5-pm-et
BTC,relative_proxy,0.0912,,,,Bitcoin Up or Down on May 17?,2025-05-17T12:00:00Z,True,True,0.0,1102588.556229,0.0,544789,bitcoin-up-or-down-on-may-17
ETH,relative_proxy,0.0912,,,,Ethereum Up or Down on May 17?,2025-05-17T12:00:00Z,True,True,0.0,338271.427,0.0,544790,ethereum-up-or-down-on-may-17
BTC,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 17?,2025-05-17T12:00:00Z,True,True,0.0,6330.502741,0.0,544794,ethbtc-up-or-down-on-may-17
ETH,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 17?,2025-05-17T12:00:00Z,True,True,0.0,6330.502741,0.0,544794,ethbtc-up-or-down-on-may-17
BTC,close_threshold,1.0,100000.0,,below,Will the price of Bitcoin be less than $100K on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,2231.486538,0.0,544813,will-the-price-of-bitcoin-be-less-than-100k-on-may-16-at-5-pm-et
BTC,range_bucket,0.9025,100000.0,101000.0,between,Will the price of Bitcoin be between $100K and $101K on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,1202.033407,0.0,544814,will-the-price-of-bitcoin-be-between-100k-and-101k-on-may-16-at-5-pm-et
BTC,range_bucket,0.9025,101000.0,102000.0,between,Will the price of Bitcoin be between $101K and $102K on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,366.644067,0.0,544815,will-the-price-of-bitcoin-be-between-101k-and-102k-on-may-16-at-5-pm-et
BTC,range_bucket,0.9025,102000.0,103000.0,between,Will the price of Bitcoin be between $102K and $103K on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,4474.340223,0.0,544816,will-the-price-of-bitcoin-be-between-102k-and-103k-on-may-16-at-5-pm-et
BTC,range_bucket,0.9025,103000.0,104000.0,between,Will the price of Bitcoin be between $103K and $104K on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,1.0,2131.660512,0.0,544817,will-the-price-of-bitcoin-be-between-103k-and-104k-on-may-16-at-5-pm-et
BTC,close_threshold,1.0,104000.0,,above,Will the price of Bitcoin be greater than $104K on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,2166.94837,0.0,544818,will-the-price-of-bitcoin-be-greater-than-104k-on-may-16-at-5-pm-et
ETH,close_threshold,1.0,2300.0,,below,Will the price of Ethereum be less than $2300 on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,611.954458,0.0,544819,will-the-price-of-ethereum-be-less-than-2300-on-may-16-at-5-pm-et
ETH,range_bucket,0.9025,2300.0,2400.0,between,Will the price of Ethereum be between $2300 and $2400 on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,510.620214,0.0,544820,will-the-price-of-ethereum-be-between-2300-and-2400-on-may-16-at-5-pm-et
ETH,range_bucket,0.9025,2400.0,2500.0,between,Will the price of Ethereum be between $2400 and $2500 on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,823.597947,0.0,544821,will-the-price-of-ethereum-be-between-2400-and-2500-on-may-16-at-5-pm-et
ETH,range_bucket,0.9025,2500.0,2600.0,between,Will the price of Ethereum be between $2500 and $2600 on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,1.0,886.027577,0.0,544822,will-the-price-of-ethereum-be-between-2500-and-2600-on-may-16-at-5-pm-et
ETH,range_bucket,0.9025,2600.0,2700.0,between,Will the price of Ethereum be between $2600 and $2700 on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,295.663474,0.0,544823,will-the-price-of-ethereum-be-between-2600-and-2700-on-may-16-at-5-pm-et
ETH,close_threshold,1.0,2700.0,,above,Will the price of Ethereum be greater than $2700 on May 16 at 5 PM ET?,2025-05-16T12:00:00Z,True,True,0.0,774.987158,0.0,544824,will-the-price-of-ethereum-be-greater-than-2700-on-may-16-at-5-pm-et
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Coin"" 25+ times during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,141952.325692,0.0,544998,will-jd-vance-say-coin-25-times-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Fund"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,0.0,72067.116133,0.0,545015,will-jd-vance-say-fund-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Coin"" 35+ times during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,12460.095118,0.0,544999,will-jd-vance-say-coin-35-times-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Decentralized"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,82729.239317,0.0,545005,will-jd-vance-say-decentralized-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Coin"" 50+ times during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,0.0,24304.439405,0.0,545000,will-jd-vance-say-coin-50-times-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Biden"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,11925.054459,0.0,545006,will-jd-vance-say-biden-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Trump"" 10+ times during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,12099.35043,0.0,545001,will-jd-vance-say-trump-10-times-during-bitcoin-2025-appearance-on-may-28
BTC,relative_proxy,0.0912,,,,"Will JD Vance say ""Million"", ""Billion"", and/or ""Trillion"" 5+ times during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,23199.064937,0.0,545002,will-jd-vance-say-million-billion-andor-trillion-5-times-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Inflation"" 3+ times during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,0.0,4152.341899,0.0,545003,will-jd-vance-say-inflation-3-times-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Tariff"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,0.0,116465.829435,0.0,545008,will-jd-vance-say-tariff-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Reserve"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,13792.783793,0.0,545004,will-jd-vance-say-reserve-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""David Sacks"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,11193.138758,0.0,545007,will-jd-vance-say-david-sacks-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Free speech"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,0.0,13244.835142,0.0,545013,will-jd-vance-say-free-speech-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""China"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,74141.728038,0.0,545009,will-jd-vance-say-china-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Gold"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,17580.025048,0.0,545010,will-jd-vance-say-gold-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Bank"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,0.0,13432.588801,0.0,545011,will-jd-vance-say-bank-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Dinner"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,1209.975958,0.0,545012,will-jd-vance-say-dinner-during-bitcoin-2025-appearance-on-may-28
BTC,semantic_proxy,0.054,,,,"Will JD Vance say ""Blockchain"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,19564.699391,0.0,545014,will-jd-vance-say-blockchain-during-bitcoin-2025-appearance-on-may-28
BTC,relative_proxy,0.0912,,,,"Will JD Vance say ""AI"" or ""Artificial Intelligence"" during Bitcoin 2025 appearance on May 28?",2025-05-28T12:00:00Z,True,True,1.0,11549.997919,0.0,545016,will-jd-vance-say-ai-or-artificial-intelligence-during-bitcoin-2025-appearance-on-may-28
BTC,relative_proxy,0.0912,,,,Bitcoin Up or Down on May 18?,2025-05-18T12:00:00Z,True,True,1.0,537809.665294,0.0,545177,bitcoin-up-or-down-on-may-18
BTC,relative_proxy,0.0912,,,,Bitcoin Up or Down on May 19?,2025-05-19T12:00:00Z,True,True,0.0,1677044.97173,0.0,545178,bitcoin-up-or-down-on-may-19
BTC,relative_proxy,0.0912,,,,Bitcoin Up or Down on May 20?,2025-05-20T12:00:00Z,True,True,1.0,1638301.41002,0.0,545179,bitcoin-up-or-down-on-may-20
ETH,relative_proxy,0.0912,,,,Ethereum Up or Down on May 18?,2025-05-18T12:00:00Z,True,True,1.0,770504.354057,0.0,545180,ethereum-up-or-down-on-may-18
ETH,relative_proxy,0.0912,,,,Ethereum Up or Down on May 19?,2025-05-19T12:00:00Z,True,True,0.0,646915.110332,0.0,545181,ethereum-up-or-down-on-may-19
ETH,relative_proxy,0.0912,,,,Ethereum Up or Down on May 20?,2025-05-20T12:00:00Z,True,True,1.0,1088195.715564,0.0,545182,ethereum-up-or-down-on-may-20
BTC,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 18?,2025-05-18T12:00:00Z,True,True,1.0,5291.715041,0.0,545192,ethbtc-up-or-down-on-may-18
ETH,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 18?,2025-05-18T12:00:00Z,True,True,1.0,5291.715041,0.0,545192,ethbtc-up-or-down-on-may-18
BTC,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 19?,2025-05-19T12:00:00Z,True,True,0.0,651.868555,0.0,545193,ethbtc-up-or-down-on-may-19
ETH,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 19?,2025-05-19T12:00:00Z,True,True,0.0,651.868555,0.0,545193,ethbtc-up-or-down-on-may-19
BTC,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 20?,2025-05-20T12:00:00Z,True,True,1.0,1808.156584,0.0,545194,ethbtc-up-or-down-on-may-20
ETH,relative_proxy,0.0912,,,,ETH/BTC Up or Down on May 20?,2025-05-20T12:00:00Z,True,True,1.0,1808.156584,0.0,545194,ethbtc-up-or-down-on-may-20
ETH,close_threshold,1.0,2700.0,,above,"Ethereum above $2,700 on May 23?",2025-05-23T12:00:00Z,True,True,0.0,1914466.363943,0.0,545198,ethereum-above-2700-on-may-23-847
BTC,close_threshold,1.0,100000.0,,below,Will the price of Bitcoin be less than $100K on May 23?,2025-05-23T12:00:00Z,True,True,0.0,286867.158675,0.0,545209,will-the-price-of-bitcoin-be-less-than-100k-on-may-23
BTC,range_bucket,0.9025,100000.0,101000.0,between,Will the price of Bitcoin be between $100K and $101K on May 23?,2025-05-23T12:00:00Z,True,True,0.0,147093.956585,0.0,545210,will-the-price-of-bitcoin-be-between-100k-and-101k-on-may-23
